planet_name,planet_alternate_name,planet_name_key,type,planetary_body_type,type_body,star_system,level,gravity,o2,condition,ok for 0 hab skill,temperature,atmosphere,magnetosphere,water,planet_resources,planet_resources_count,fauna,flora,biomes_cleaned,biomes_simple,traits_cleaned,criteria_match,water_simple,temperature_intensity,pressure_intensity,atmosphere_intensity,gravity_intensity,resources_matched,bodytype_for_predictor_algorithm,temp_for_predictor_algorithm,atmotype_for_predictor_algorithm,mag_for_predictor_algorithm,water_for_predictor_algorithm,fauna_predictor_algorithm,flora_predictor_algorithm,fauna_result,flora_result
Shoza VII-b,,ShozaVIIb,Rock,Moon,Rock Moon,Shoza,35,0.36,,,,Deep freeze,Thin N2,None,Safe,"Al,H20,He-3,Ni,Pb",5,Unknown,Unknown,"Cratered,Desert-Rocky,Hills,Polar-Ice","Cratered,Desert,Hills,Ice",Unknown,45.8%,Yes,1,0,0,0,3,4,1,2,1,6,0,0,0*,0*
Shoza VII-c,,ShozaVIIc,Rock,Moon,Rock Moon,Shoza,35,0.46,,,,Temperate,Thin N2,None,Chemical,"Al,Be,Co,Eu,H20,Ni,Pb,Pd",8,Unknown,Unknown,"Archipelago,Forest,Hills,Mountains,Ocean,Polar-Ice,SavannahBarren","Coastal,Forest,Hills,Mountains,Ocean,Ice,Savannah",Unknown,79.2%,Yes,0,0,0,0,2,4,4,2,1,3,0,0,0*,0*
Shoza VIII,,ShozaVIII,Ice giant,Planet,Ice giant Planet,Shoza,35,1.20,,,,Deep freeze,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,37.5%,No,1,0,0,0,0,2,1,3,3,1,0,0,0*,0*
Shoza VIII-a,,ShozaVIIIa,Ice,Moon,Ice Moon,Shoza,35,0.32,,,,Deep freeze,None,None,Chemical,"H20,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,1,0,0,0,1,3,1,1,1,3,0,0,0*,0*
Shoza VIII-b,,ShozaVIIIb,Rock,Moon,Rock Moon,Shoza,35,0.39,,,,Deep freeze,Thin N2,None,None,"Al,Au,Be,Cu,F,Fe,H20,He-3",8,Unknown,Unknown,"Cratered,Desert-Rocky,Mountains,Polar-Ice","Cratered,Desert,Mountains,Ice",Unknown,54.2%,No,1,0,0,0,3,4,1,2,1,1,0,0,0*,0*
Shoza VIII-c,,ShozaVIIIc,Ice,Moon,Ice Moon,Shoza,35,0.05,,,,Deep freeze,None,None,Safe,"Ar,C6Hn,H20",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0*,0*
Shoza VIII-d,,ShozaVIIId,Rock,Moon,Rock Moon,Shoza,35,0.66,,,,Cold,Thin M,None,Chemical,"Cl,Co,H20,Ir,Ni,Pb,Pd,U",8,Unknown,Unknown,"Archipelago,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Coastal,Forest,Mountains,Ocean,Ice,Savannah",Unknown,62.5%,Yes,0,0,3,0,1,4,3,5,1,3,3,2,3*,2*
Sirius I,,SiriusI,Barren,Planet,Barren Planet,Sirius,5,0.54,,,,Inferno,None,None,None,"Fe,He-3,HnCn",3,None,None,Cratered,Cratered,Charred Ecosystem,33.3%,No,1,0,0,0,2,3,7,1,1,1,0,0,0,0
Sirius II,,SiriusII,Rock,Planet,Rock Planet,Sirius,5,1.38,,,,Cold,Std M,Average,None,"Cl,H20,Ir,Li,Ni,SiH3Cl,U,Xe",8,None,None,"Cratered,Hills,Polar-Ice,SavannahBarren","Cratered,Hills,Ice,Savannah","Crystalline Crust,Slushy Subsurface Seas",33.3%,No,0,0,3,0,1,4,3,5,4,1,2,2,0,0
Sirius II-a,,SiriusIIa,Rock,Moon,Rock Moon,Sirius,5,0.35,,,,Cold,Thin CO2,None,Safe,"Ar,C6Hn,Fe,H20,He-3,U",6,None,None,"Cratered,Polar-Ice,SavannahBarren","Cratered,Ice,Savannah",Pelted Fields,41.7%,Yes,0,0,3,0,2,4,3,4,1,6,2,2,0,0
Sirius III,,SiriusIII,Gas giant,Planet,Gas giant Planet,Sirius,5,5.90,,,,Frozen,H2,Massive,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,0,0,0,4,0,2,2,3,8,1,0,0,0,0
Sirius III-a,,SiriusIIIa,Ice,Moon,Ice Moon,Sirius,5,0.42,,,,Cold,Thin N2,None,Chemical,"Al,Cl,Cu,F,H20,Li",6,None,None,"Archipelago,Ocean,Polar-Ice,SavannahBarren","Coastal,Ocean,Ice,Savannah",Unknown,41.7%,Yes,0,0,0,0,1,3,3,2,1,3,1,1,0,0
Sirius III-b,,SiriusIIIb,Ice,Moon,Ice Moon,Sirius,5,0.07,,,,Frozen,None,None,Chemical,"Cl,H20,SiH3Cl",3,None,None,Polar-Ice,Ice,Crystalline Crust,41.7%,Yes,0,0,0,0,0,3,2,1,1,3,0,0,0,0
Ariel,,Ariel,Ice,Moon,Ice Moon,Sol,1,0.03,,,,Deep freeze,None,None,Chemical,"Cu,H20",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Callisto,,Callisto,Ice,Moon,Ice Moon,Sol,1,0.13,,,,Frozen,None,None,Safe,"Fe,He-3",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,0,0,0,0,2,3,2,1,1,6,0,0,0,0
Charon,,Charon,Ice,Moon,Ice Moon,Sol,1,0.03,,,,Deep freeze,None,None,Chemical,"Cu,H20",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Deimos,,Deimos,Asteroid,Moon,Asteroid Moon,Sol,1,0.01,,,,Cold,None,None,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,0,0,0,0,0,1,3,1,1,1,0,0,0,0
Dione,,Dione,Ice,Moon,Ice Moon,Sol,1,0.02,,,,Deep freeze,None,None,Heavy metal,"Ag,H20,Pb",3,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,2,0,0,0,0
Earth,,Earth,Rock,Planet,Rock Planet,Sol,1,1.00,,,,Cold,Thin CO2,None,Safe,"Cl,H20,Hg,Pb,SiH3Cl",5,None,None,"Ocean,Polar-Ice","Ocean,Ice",Unknown,41.7%,Yes,0,0,3,0,0,4,3,4,1,6,2,2,0,0
Enceladus,,Enceladus,Ice,Moon,Ice Moon,Sol,1,0.01,,,,Deep freeze,None,None,Safe,"Ar,C6Hn,H20,R-COC",4,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0,0
Europa,,Europa,Ice,Moon,Ice Moon,Sol,1,0.13,,,,Frozen,None,None,None,"Cl,H20,SiH3Cl",3,None,None,Cratered,Cratered,Unknown,33.3%,No,0,0,0,0,0,3,2,1,1,1,0,0,0,0
Ganymede,,Ganymede,Ice,Moon,Ice Moon,Sol,1,0.15,,,,Frozen,None,None,Chemical,"Cl,H20",2,None,None,Polar-Ice,Ice,Crystalline Crust,41.7%,Yes,0,0,0,0,0,3,2,1,1,3,0,0,0,0
Iapetus,,Iapetus,Ice,Moon,Ice Moon,Sol,1,0.02,,,,Deep freeze,None,None,Safe,"Ar,C6Hn,H20,R-COC",4,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0,0
Io,,Io,Barren,Moon,Barren Moon,Sol,1,0.18,,,,Frozen,None,None,None,"Fe,He-3",2,None,None,Cratered,Cratered,Unknown,33.3%,No,0,0,0,0,2,3,2,1,1,1,0,0,0,0
Jupiter,,Jupiter,Gas giant,Planet,Gas giant Planet,Sol,1,2.65,,,,Frozen,H2,Extreme,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,0,0,0,4,0,2,2,3,8,1,0,0,0,0
Luna,,Luna,Barren,Moon,Barren Moon,Sol,1,0.17,,,,Temperate,None,None,None,"Fe,He-3",2,None,None,Cratered,Cratered,Unknown,50.0%,No,0,0,0,0,2,3,4,1,1,1,0,0,0,0
Mars,,Mars,Rock,Planet,Rock Planet,Sol,1,0.38,,,,Cold,Thin CO2,None,Safe,"Cl,H20,Pb,SiH3Cl",4,None,Primordial (0),"Cratered,Desert-Rocky,Desert-Sandy,Polar-Ice","Cratered,Desert,Ice","Pelted Fields, Solar Storm Seasons",41.7%,Yes,0,0,3,0,0,4,3,4,1,6,2,2,0,0
Mercury,,Mercury,Barren,Planet,Barren Planet,Sol,1,0.38,,,,Inferno,None,None,None,"Al,He-3,Nd",3,None,None,Cratered,Cratered,None,33.3%,No,1,0,0,0,2,3,7,1,1,1,0,0,0,0
Mimas,,Mimas,Ice,Moon,Ice Moon,Sol,1,0.01,,,,Deep freeze,None,None,Safe,"H20,Ni,Pd",3,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,1,3,1,1,1,6,0,0,0,0
Miranda,,Miranda,Ice,Moon,Ice Moon,Sol,1,0.01,,,,Deep freeze,None,None,Heavy metal,"H20,Pb",2,None,None,Polar-Ice,Ice,CHECK,41.7%,Yes,1,0,0,0,0,3,1,1,1,2,0,0,0,0
Neptune,,Neptune,Ice giant,Planet,Ice giant Planet,Sol,1,1.15,,,,Deep freeze,H2,Weak,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,1,0,0,0,0,2,1,3,3,1,0,0,0,0
Oberon,,Oberon,Ice,Moon,Ice Moon,Sol,1,0.04,,,,Deep freeze,None,None,Safe,"H20,Ni",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,1,3,1,1,1,6,0,0,0,0
Phobos,,Phobos,Asteroid,Moon,Asteroid Moon,Sol,1,0.01,,,,Cold,None,None,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,0,0,0,0,0,1,3,1,1,1,0,0,0,0
Pluto,,Pluto,Ice,Planet,Ice Planet,Sol,1,0.06,,,,Deep freeze,None,None,Safe,"H20,Pb,Ti,W",4,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,1,3,1,1,1,6,0,0,0,0
Rhea,,Rhea,Ice,Moon,Ice Moon,Sol,1,0.03,,,,Deep freeze,None,None,Chemical,"Cu,F,H20",3,None,None,Polar-Ice,Ice,Gaseous Font,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Saturn,,Saturn,Gas giant,Planet,Gas giant Planet,Sol,1,1.14,,,,Deep freeze,H2,Weak,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,1,0,0,0,0,2,1,3,3,1,0,0,0,0
Tethys,,Tethys,Ice,Moon,Ice Moon,Sol,1,0.01,,,,Deep freeze,None,None,Chemical,"H20,Pb",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Titan,,Titan,Rock,Moon,Rock Moon,Sol,1,0.14,,,,Deep freeze,Std N2,None,Safe,"H20,Pb,Ti,W",4,None,None,Polar-Ice,Ice,CHECK,41.7%,Yes,1,0,0,0,1,4,1,2,1,6,0,0,0,0
Titania,,Titania,Ice,Moon,Ice Moon,Sol,1,0.04,,,,Deep freeze,None,None,Heavy metal,"Cu,H20",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,2,0,0,0,0
Triton,,Triton,Ice,Moon,Ice Moon,Sol,1,0.08,,,,Deep freeze,None,None,Chemical,,0,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Umbriel,,Umbriel,Ice,Moon,Ice Moon,Sol,1,0.02,,,,Deep freeze,None,None,Safe,"Ar,H20,R-COC",3,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0,0
Uranus,,Uranus,Ice giant,Planet,Ice giant Planet,Sol,1,0.92,,,,Deep freeze,H2,Weak,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,1,0,0,0,0,2,1,3,3,1,0,0,0,0
Venus,,Venus,Rock,Planet,Rock Planet,Sol,1,0.90,,,,Inferno,H2,Weak,Chemical,"Co,Dy,H20,Ni,Pb",5,None,None,"Desert-Rocky,Hills","Desert,Hills",Active Faulting,41.7%,Yes,1,0,0,0,1,4,7,3,3,3,0,0,0,0
Sparta I,,SpartaI,Rock,Planet,Rock Planet,Sparta,60,1.37,,,,Scorched,Extr CO2,Very strong,None,"Cl,Fe,HnCn,Ir,Ta,U,V",7,None,None,"Desert-Sandy,Hills,Mountains,Volcanic","Desert,Hills,Mountains,Volcanic",Unknown,50.0%,No,0,2,3,0,1,4,6,4,6,1,0,0,0,0
Sparta II,,SpartaII,Rock,Planet,Rock Planet,Sparta,60,1.67,,,,Inferno,Extr CO2,Very strong,None,"Pb,Ti,U,W",4,None,None,"Desert-Rocky,Mountains,Ocean","Desert,Mountains,Ocean",Unknown,50.0%,No,1,2,3,0,1,4,7,4,6,1,0,0,0,0
Sparta II-a,,SpartaIIa,Barren,Moon,Barren Moon,Sparta,60,0.08,,,,Hot,None,None,None,"Al,He-3",2,None,None,Cratered,Cratered,Unknown,33.3%,No,0,0,0,0,2,3,5,1,1,1,0,0,0,0
Sparta II-b,,SpartaIIb,Barren,Moon,Barren Moon,Sparta,60,0.05,,,,Temperate,None,None,None,,0,None,None,Cratered,Cratered,Unknown,50.0%,No,0,0,0,0,0,3,4,1,1,1,0,0,0,0
Sparta III,,SpartaIII,Rock,Planet,Rock Planet,Sparta,60,0.62,,,,Temperate,Thin O2,Weak,Safe,"Ar,C6Hn,Cu,F,Fe,H20,Ni,Pb",8,Marginal (3),Marginal (4),"Archipelago,Forest,Mountains,Ocean,Polar-Ice","Coastal,Forest,Mountains,Ocean,Ice",Unknown,100.0%,Yes,0,0,0,0,2,4,4,6,3,6,4,3,3,4
Sparta III-a,,SpartaIIIa,Barren,Moon,Barren Moon,Sparta,60,0.24,,,,Temperate,None,None,None,"Al,He-3,Nd",3,None,None,Cratered,Cratered,Unknown,50.0%,No,0,0,0,0,2,3,4,1,1,1,0,0,0,0
Sparta IV,,SpartaIV,Rock,Planet,Rock Planet,Sparta,60,1.35,,,,Temperate,High O2,Average,Safe,"Cl,Cu,F,H20,HnCn,IL,SiH3Cl",7,Moderate (7),Moderate (6),"Forest,Ocean,Polar-Ice","Forest,Ocean,Ice",CHECK,83.3%,Yes,0,2,0,0,0,4,4,6,4,6,4,4,7,6
Sparta V,,SpartaV,Rock,Planet,Rock Planet,Sparta,60,0.65,,,,Frozen,Std CO2,Weak,Safe,"Co,Fe,H20,HnCn,Ni,Pt,Ta,U",8,None,None,"Desert-Rocky,Mountains,Polar-Ice,SavannahBarren","Desert,Mountains,Ice,Savannah",Unknown,58.3%,Yes,0,0,3,0,2,4,2,4,3,6,0,0,0,0
Sparta V-a,,SpartaVa,Barren,Moon,Barren Moon,Sparta,60,0.22,,,,Cold,None,None,None,"Al,Be,He-3",3,None,None,Cratered,Cratered,Unknown,33.3%,No,0,0,0,0,2,3,3,1,1,1,0,0,0,0
Sparta VI,,SpartaVI,Gas giant,Planet,Gas giant Planet,Sparta,60,1.66,,,,Deep freeze,H2,Powerful,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,1,0,0,0,0,2,1,3,7,1,0,0,0,0
Sparta VI-a,,SpartaVIa,Ice,Moon,Ice Moon,Sparta,60,0.13,,,,Deep freeze,None,None,Chemical,"Cl,H20,SiH3Cl",3,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Sparta VI-b,,SpartaVIb,Rock,Moon,Rock Moon,Sparta,60,0.40,,,,Deep freeze,Thin CO2,None,Safe,"H20,Ir,Ni,Pb,Pd,U",6,None,None,"Desert-Rocky,Desert-Sandy,Polar-Ice,SavannahBarren","Desert,Ice,Savannah",Unknown,41.7%,Yes,1,0,3,0,1,4,1,4,1,6,0,0,0,0
Sparta VI-c,,SpartaVIc,Ice,Moon,Ice Moon,Sparta,60,0.02,,,,Deep freeze,None,None,Heavy metal,"Ag,H20,Pb",3,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,2,0,0,0,0
Sparta VII,,SpartaVII,Gas giant,Planet,Gas giant Planet,Sparta,60,2.79,,,,Deep freeze,H2,Extreme,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,1,0,0,4,0,2,1,3,8,1,0,0,0,0
Sparta VII-a,,SpartaVIIa,Rock,Moon,Rock Moon,Sparta,60,0.54,,,,Temperate,Thin M,None,Biological,"Cl,Co,H20,Ni,Pb,Pt",6,None,None,"Archipelago,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Coastal,Forest,Mountains,Ocean,Ice,Savannah",Unknown,75.0%,Yes,0,0,3,0,1,4,4,5,1,5,2,1,0,0
Sparta VII-b,,SpartaVIIb,Ice,Moon,Ice Moon,Sparta,60,0.26,,,,Deep freeze,None,None,Heavy metal,"Ar,H20",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,2,0,0,0,0
Sparta VII-c,,SpartaVIIc,Ice,Moon,Ice Moon,Sparta,60,0.10,,,,Deep freeze,None,None,Chemical,"Ar,C6Hn,H20,R-COC",4,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Sparta VIII,,SpartaVIII,Gas giant,Planet,Gas giant Planet,Sparta,60,1.64,,,,Deep freeze,H2,Strong,None,,0,None,None,Ocean,Ocean,Unknown,33.3%,No,1,0,0,0,0,2,1,3,5,1,0,0,0,0
Sparta VIII-a,,SpartaVIIIa,Ice,Moon,Ice Moon,Sparta,60,0.26,,,,Deep freeze,None,None,Safe,"Ar,C6Hn,H20,R-COC",4,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0,0
Sparta VIII-b,,SpartaVIIIb,Rock,Moon,Rock Moon,Sparta,60,0.39,,,,Deep freeze,None,None,Chemical,"Al,Be,Cu,F,H20,He-3,Pb",7,None,None,"Cratered,Desert-Rocky,Polar-Ice,SavannahBarren","Cratered,Desert,Ice,Savannah",Unknown,41.7%,Yes,1,0,0,0,2,4,1,1,1,3,0,0,0,0
Sparta VIII-c,,SpartaVIIIc,Ice,Moon,Ice Moon,Sparta,60,0.08,,,,Deep freeze,None,None,Chemical,"Cu,H20",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0,0
Strix I,,StrixI,Rock,Planet,Rock Planet,Strix,70,1.55,,,,Temperate,High O2,Average,Safe,"Al,Be,Cu,Fe,H20,He-3,HnCn,U",8,Unknown,Unknown,"Archipelago,Cratered,Desert-Sandy,Mountains,Ocean,Polar-Ice","Coastal,Cratered,Desert,Mountains,Ocean,Ice",Unknown,95.8%,Yes,0,2,0,0,3,4,4,6,4,6,4,4,4*,4*
Strix I-a,,StrixIa,Barren,Moon,Barren Moon,Strix,70,0.07,,,,Temperate,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Cratered,Unknown,54.2%,No,0,0,0,0,2,3,4,1,1,1,0,0,0*,0*
Strix II,,StrixII,Rock,Planet,Rock Planet,Strix,70,0.70,,,,Cold,Std CO2,None,Heavy metal,"Ar,C6Hn,Cu,F,Fe,H20,Pb",7,Unknown,Unknown,"Desert-Rocky,Mountains,Polar-Ice,SavannahBarren","Desert,Mountains,Ice,Savannah",Unknown,62.5%,Yes,0,0,3,0,1,4,3,4,1,2,2,2,2*,2*
Strix III,,StrixIII,Gas giant,Planet,Gas giant Planet,Strix,70,2.16,,,,Frozen,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,37.5%,No,0,0,0,4,0,2,2,3,5,1,0,0,0*,0*
Strix III-a,,StrixIIIa,Rock,Moon,Rock Moon,Strix,70,0.41,,,,Frozen,Thin CO2,Weak,Safe,"Ag,Al,Co,H20,He-3,Ni,Pb,U",8,Unknown,Unknown,"Cratered,Desert-Rocky,Hills,Mountains,Polar-Ice","Cratered,Desert,Hills,Mountains,Ice",Unknown,62.5%,Yes,0,0,3,0,3,4,2,4,3,6,0,0,0*,0*
Strix III-b,,StrixIIIb,Ice,Moon,Ice Moon,Strix,70,0.20,,,,Frozen,None,None,Chemical,"Dy,H20,Pb",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,0,0,0,0,0,3,2,1,1,3,0,0,0*,0*
Strix III-c,,StrixIIIc,Rock,Moon,Rock Moon,Strix,70,0.48,,,,Temperate,Std M,None,Chemical,"Co,Cu,F,H20,Ir,Ni,Pd,U",8,Unknown,Unknown,"Archipelago,Desert-Rocky,Forest,Hills,Ocean,Polar-Ice,SavannahBarren","Coastal,Desert,Forest,Hills,Ocean,Ice,Savannah",Unknown,62.5%,Yes,0,0,3,0,1,4,4,5,1,3,2,2,2*,2*
Strix III-d,,StrixIIId,Ice,Moon,Ice Moon,Strix,70,0.28,,,,Frozen,None,None,Safe,"Ar,H20",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,0,0,0,0,0,3,2,1,1,6,0,0,0*,0*
Strix IV,,StrixIV,Rock,Planet,Rock Planet,Strix,70,1.39,,,,Deep freeze,High N2,Powerful,Chemical,"Au,Co,Cu,F,H20,Hg,Ni,Pb",8,Unknown,Unknown,"Desert-Rocky,Hills,Polar-Ice,SavannahBarren","Desert,Hills,Ice,Savannah",Unknown,45.8%,Yes,1,2,0,0,1,4,1,2,7,3,0,0,0*,0*
Strix IV-a,,StrixIVa,Barren,Moon,Barren Moon,Strix,70,0.18,,,,Deep freeze,None,None,None,"Fe,He-3",2,Unknown,Unknown,Cratered,Cratered,Unknown,37.5%,No,1,0,0,0,2,3,1,1,1,1,0,0,0*,0*
Strix V,,StrixV,Rock,Planet,Rock Planet,Strix,70,1.28,,,,Deep freeze,None,Powerful,None,"Cl,H20,Ir,Li,Ni,U,Xe",7,Unknown,Unknown,"Desert-Rocky,Hills,Ocean,Polar-Ice","Desert,Hills,Ocean,Ice",Unknown,37.5%,No,1,0,0,0,1,4,1,1,7,1,0,0,0*,0*
Strix VI,,StrixVI,Gas giant,Planet,Gas giant Planet,Strix,70,5.58,,,,Deep freeze,H2,Massive,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,37.5%,No,1,0,0,4,0,2,1,3,8,1,0,0,0*,0*
Strix VI-a,,StrixVIa,Ice,Moon,Ice Moon,Strix,70,0.04,,,,Deep freeze,None,None,Safe,"Cu,H20",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0*,0*
Strix VI-b,,StrixVIb,Ice,Moon,Ice Moon,Strix,70,0.07,,,,Deep freeze,None,None,Chemical,"Cl,H20,SiH3Cl",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,1,0,0,0,0,3,1,1,1,3,0,0,0*,0*
Strix VI-c,,StrixVIc,Ice,Moon,Ice Moon,Strix,70,0.21,,,,Deep freeze,None,None,Safe,"Cu,H20",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,45.8%,Yes,1,0,0,0,0,3,1,1,1,6,0,0,0*,0*
Syrma I,Haldeman I,SyrmaI,Rock,Planet,Rock Planet,Syrma,55,1.31,,,,Inferno,Extr CO2,Average,None,"Co,Ni,Pb,U",4,None,None,Unknown,Unknown,Unknown,33.3%,No,1,2,3,0,1,4,7,4,4,1,0,0,0,0
Syrma I-a,Haldeman I-a,SyrmaIa,Barren,Moon,Barren Moon,Syrma,55,0.15,,,,Inferno,None,None,None,"Al,He-3",2,None,None,Cratered,Cratered,Unknown,33.3%,No,1,0,0,0,2,3,7,1,1,1,0,0,0,0
Syrma I-b,Haldeman I-b,SyrmaIb,Barren,Moon,Barren Moon,Syrma,55,0.21,,,,Inferno,None,None,None,"Al,Be,He-3",3,None,None,Cratered,Cratered,Unknown,33.3%,No,1,0,0,0,2,3,7,1,1,1,0,0,0,0
Syrma II,Haldeman II,SyrmaII,Rock,Planet,Rock Planet,Syrma,55,0.80,,,,Inferno,Std CO2,Powerful,None,"Cl,Fe,HnCn,Ni,Pt,Pu,SiH3Cl,U",8,None,None,Unknown,Unknown,Unknown,33.3%,No,1,0,3,0,2,4,7,4,7,1,0,0,0,0
Syrma II-a,Haldeman II-a,SyrmaIIa,Barren,Moon,Barren Moon,Syrma,55,0.27,,,,Inferno,None,None,None,"Al,Be,He-3",3,None,None,Cratered,Cratered,Unknown,33.3%,No,1,0,0,0,2,3,7,1,1,1,0,0,0,0
Syrma III,Haldeman III,SyrmaIII,Rock,Planet,Rock Planet,Syrma,55,0.38,,,,Temperate,Thin O2,Weak,Chemical,"Al,Ar,C6Hn,Co,H20,He-3,Ni,R-COC",8,Marginal (3),Marginal (5),Unknown,Unknown,Unknown,83.3%,Yes,0,0,0,0,3,4,4,6,3,3,3,3,3,5
Syrma IV,Haldeman IV,SyrmaIV,Rock,Planet,Rock Planet,Syrma,55,0.54,,,,Cold,Thin M,Average,Safe,"Al,Ar,H20",3,Unknown,Unknown,Unknown,Unknown,Unknown,45.8%,Yes,0,0,3,0,1,4,3,5,4,6,5,4,5*,4*
Syrma IV-a,Haldeman IV-a,SyrmaIVa,Barren,Moon,Barren Moon,Syrma,55,0.22,,,,Cold,None,None,None,"Al,He-3",2,None,None,Cratered,Cratered,Unknown,33.3%,No,0,0,0,0,2,3,3,1,1,1,0,0,0,0
Syrma V,Haldeman V,SyrmaV,Rock,Planet,Rock Planet,Syrma,55,0.79,,,,Cold,Std M,Average,Safe,"Cu,F,H20,Ir,Ni,Pt,U,xF4",8,None,None,Unknown,Unknown,Unknown,41.7%,Yes,0,0,3,0,1,4,3,5,4,6,5,4,0,0
Syrma V-a,Haldeman V-a,SyrmaVa,Barren,Moon,Barren Moon,Syrma,55,0.40,,,,Cold,None,None,None,"Fe,He-3",2,None,None,Cratered,Cratered,Unknown,33.3%,No,0,0,0,0,2,3,3,1,1,1,0,0,0,0
Syrma VI,Haldeman VI,SyrmaVI,Gas giant,Planet,Gas giant Planet,Syrma,55,1.99,,,,Frozen,H2,Powerful,None,,0,None,None,Unknown,Unknown,Unknown,33.3%,No,0,0,0,0,0,2,2,3,7,1,0,0,0,0
Syrma VI-a,Haldeman VI-a,SyrmaVIa,Ice,Moon,Ice Moon,Syrma,55,0.09,,,,Frozen,None,None,Chemical,"H20,Ni",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,0,0,0,0,1,3,2,1,1,3,0,0,0,0
Syrma VI-b,Haldeman VI-b,SyrmaVIb,Ice,Moon,Ice Moon,Syrma,55,0.22,,,,Frozen,None,None,Safe,"H20,Pb",2,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,0,0,0,0,0,3,2,1,1,6,0,0,0,0
Syrma VI-c,Haldeman VI-c,SyrmaVIc,Rock,Moon,Rock Moon,Syrma,55,0.64,,,,Cold,Std O2,None,Biological,"Fe,H20,Ni,Pb,Pt,Ta,U,Yb",8,None,None,"Archipelago,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Coastal,Forest,Mountains,Ocean,Ice,Savannah",Unknown,75.0%,Yes,0,0,0,0,2,4,3,6,1,5,4,3,0,0
Syrma VI-d,Haldeman VI-d,SyrmaVId,Ice,Moon,Ice Moon,Syrma,55,0.02,,,,Frozen,None,None,Safe,"Ar,H20,R-COC",3,None,None,Polar-Ice,Ice,Unknown,41.7%,Yes,0,0,0,0,0,3,2,1,1,6,0,0,0,0
